reference,base_prediction
ah sebagai contoh Piala Dunia lah bukan Piala Dunia tapi banyak lagilah, sebagai contoh pilih dunia lah bukan pilih dunia tapi banyak lagi lah
ah apa pula kau punya minat, apa pula kau punya minat
apa, abah
mencerita kat, makanlah ke dalam
ah ceritalah ah ak- aku nak dengar ni, ceritalah aku nak dengar
ah, ah
berenang, berenang
ah kenapa dengan berenang, akna pun ni aku dengar
apa benda suara serak-serak tu, kebunjan suara saksera dulu
oh tak ada empat minit [UNK], oh tak ada buat minit siapa
aku tak dengar sumpah doh, autorna super air
ah okay okay ah dekatkan sikit dengan internet, okey ok dekat kasit dengan internet
K sambung, kesan bu
bolehlah boleh boleh, pus ilah bolehboleh
sambung ah, apa
ah ya, ah ya
then, dan
jadi jadi, terlalu gini
siapa siapa nama dia, saya berhubungi namun dia
Joe Flake Cowley, jofit kawali
ah, aaand
tak, bukan
tak berapa nak kenallah sebab ah saya memang tak berminat dalam bidang berenang ni sebab ah, tak berapa nak kenal lah sebab saya memang tak berminat dalam bidang berendang ni sebab
sebab saya memang tak sukalah berenang ni sebab, sebab saya memang tak suka berenangnya sebab
dia mele-melecehkan, melecihkan
kenapa ah suka berenang, kenapa boleh askeprenam
ah kalau kalau, ah kalau kalau
kalau awak cakap [UNK], kalau awak cakap
oh ya sambung, okey sampai jumpa
oh begitu, oh begitu
jadinya ikut jejaklah tapi awak ada cakap tadi ah pasal keseronokan apa yang keseronok - seron- keseronokannya yang ah kita dapat bila kita terjebak dalam bidang sukan, jadi ni ikut jejaklah tapi awak ada cakap tadi pasal keseronokan apa yang keseronokan yang kita dapat bila kita terjebak dalam bidang sukan ni
bidang sukan berenang ni dah apa dia punya keseronokan ni, bila suka berenang ini dah apa yang saya suruh awak kena
oh begitu ah [UNK] selain ah apa ni, oh begitu selain apa ni
selain sukan berenang apa lagi ah yang awak minat, selain suka berenat apalagi yang awak minat
tentang sukan ni, tentang suker ini
sukan-sukan lainlah yang awak minat, terima kasih kerana menonton
badminton, bebinted
ah apa keseronokannya dan kebaikannya kalau main badminton ni sebab, apa keperluan dan kebaikannya kalau main badminton ni sebab
kawan-kawan saya pun suka main badminton tapi ah saya, kau sama saya pun suka membintang tapi saya
ah tak tahulah apa dia punya ah kebaikannya lah kalau main benda alah ni, tak tahu apa dia punya kebaikan kalau main bedak
main dalam, main dalam
bidang nilah sukan badminton ni, bidang nila suka bebinte ni
apa, abah
oh okey, okey
siapa yang, siapa yang
oh Lee Chong Wei Lee Chong Wei bukan dah bersara ke, oh limcheng wee limcheng wee bukan besar dia ke
ah, 
tapikan ah kenapa awak sangat minat ah Lee Chong Wei kenapa tak minat pemain lain seperti pemain ah China di [UNK] ah nama dia Lin Dan kenapa awak pilih Malaysia, kenapa awak sangat minat lancong kenapa tak minat pemain lain seperti pemain cimera di namanya lindan kenapa awak pemain malaysia
segak, juga
padahal ah Lee Chong Wei memang mempunyai banyak, padahal nincang ini memang mempunyai banyak
kemenangan kan di ah negara luar tapi ada pemain lain juga ah seperti Lin Dan kenapa awak tak minat pemain lain, kemenangin di kera luar tapi ada pemain lain juga seperti di indah kenapa orang tak minat pemain lain
ah, oh
minit yang pertama ni ah macam ah U macam awak suka, yang pertama ini macam ayu macam awak sukam
[UNK] ini sebab ah dia pemain negara Malaysia la, dan jauh ini sebab dia pemain negeri malaysia lah
ha okay, okey
sebab kedua ada tak sebab kedua, sebab kedua ada tak sebab kedua
oh, oh
begitu ah, begitu
itu je ah cerita pasal badminton ada lagi tak ah yang, itu cinta pasal bebintan adil kita yang
awak nak [UNK] nak cakap lagi pasal badminton ni, awak nak cakap lagi pasal badminton ni
itu je ah, itu dia
cerita pasal sukan cerita pasal sukan ah salah satunya la, kita pasal sukan salah satunya dah
ah main ragbi kot sebab ayah ayah saya telah menjuarai banyak pertandingan ah dan banyak macam sijil, saya mahu beri bintang kerana saya sudah menjual banyak peterdengar
siil-sijil ragbi kat rumah la tapi, sijilsijil rabi di rumahlah tapi
tak saya tak suka sangat tapi saya ingin mencerita pasal ni la sebab, tak ada saya tak suka sangat tapi saya ingin mesti ditepas sekarang ni ya sebab
ah ayah ayah saya cakap, saya sijak kena
main ragbi ni best ah sebab, merah bini best sebab
"dia mempunyai kena kena mempunyai ketang ketangkasan kekuatan yang lebih la daripada sukan-sukan lain sebab dia punya dia punya ni apa ni dia punya teknik dia banyak tau macam ""tackle""", dia mempunyai ketakasan kekuatan yang lebih daripada sukusuka lain sebab dia punya teknik yang banyak macam tekel
ah dan macam-macam lagi la sebab memang banyaklah kena merempuh lagi ah dia kena menggunakan kekuatan yang kuat la kalau tak kuat ah tak payah masuklah sebab, ada macammacam lagi sebab memang banyaklah kena berumpu lagi dia kena menggunakan kekuatan yang kuatlah kalau tak kuat tak ia masuklah sebab
takut ah, takut
ah takut ni la apa-apa cederakan, takut nilah apaapa cenderung kan
ah ah sebab memang dia kena kuat la kalau tak kuat memang, haa sebab memang dia kena kuat lah kalau tak kuat memang
ah esok memang set ah tak payah main ah, isu bimberat saya saya main ah
memanglah hebat tak ni cerita pasukan ni kan ah ada satu, ibal lah ibal tak ini cilapas hukar ni kan ada satu
kebaikan tau, baiklah
macam contohlah kalau sukan ni, macam contoh lah kalau suka ini
dia bukan saja ah macam, dia bukan sahaja
ah mengasah bakat kita lah macam main bola kita main kita asah bakat kita kan, asa bakat kita macam main bola kita main kita asa bakat kita kan
tapi dia juga um, tapi ini juga
dia macam sihatkan untuk tubuh badan ah macam, dan siapkan tubuh badana
kalau kita contoh kalau bola sepak kan dia dia me- larikan lari tu macam, kalau kita contoh kalau membuang sifatkan dia lari lari itu macam
ah jogging kan jogging tu kan macam, jogin kan jogin tu kan macam
ah dia membakar kalori kan jadinya, dia membakar kelebihan jadi ni
ah sihatla tubuh badan kalau kita bersukan ni, sihatlah tombol badan kalau kita bersukai ni
ah ya ya, ah iya iya
ya, ya
ah betullah tu, sampai jumpa nanti
ah Adam, ida
ah ya kenapa, ah yeh kena buat
maybe dia ah, beberi ah
mungkin sebab ah dorang ah menganggapkan sukan ni macam tak tak membawa keuntungan la macam fikir macam ah buat saja-saja lah tapi kalau ah diasahkan betul-betul ah, mungkin sebab mereka mengagak kasukan ini tak membawa keuntungan lah fikir macam buat saya sahajalah tapi kalau diasakan betulbetul
dia akan boleh jadi macam, dia akan boleh jadi macam
menyumbang lah macam, menyumbanglah macam
menyumbang kepada negara lepas tu bukan menyumbang pada negara je dia macam menyumbang pada diri sendiri lah macam kita sukan kita ah kita power kita hebatlah kita akan ah dipilih oh oleh macam, dan mencuba pada negara dan kita akan dipilih oleh
guru-guru ke apa-apa ke nanti ah, guruguru ke apaapa ke nanti
dipilih dan, dipilih dan
kita main dalam sukan tu kita akan dapat gaji tau gaji dia bukan sikit-sikit gaji dia lebih daripada, kita main dalam sukan itu kita akan dapat gaji tau gaji dia bukan sikitsikit gaji dia lebih daripada
ah pekerja-pekerja pekerja-pekerja yang biasa eh yang kat luar sana, perkejaperkeja yang biasa di luar sana
tulah sebab ah, tudah sebab
ah ada apa-apa lagi ah nak bincang [UNK] sukan, ada apa pun lagi nak bincangkan bersukit
ah awak pun sama ah terima kasih juga ah ceritakan tentang ah yang sukan yang awak minat apa benda semua, terima kasih kerana beritahu saya tentang apa benda yang menikmati
thank you ah terima kasih ah, terima kasih
assalamualaikum, assalamualaikum
Bai hai Bai, bye hai bye
apa ni dengar cerita lepas habis S P M tak tahu nak buat apa apa Bai tadi kau cerita kat sekolah, abang ni kedengar cita lepas wspm tak nak buat apaapa kan tadi kau cita kat sekolah
oh kau nak buat apa, kenapa
oh betul juga pendapat engkau sebab tak adalah buang masa kan, wah betul juga penampuan kau sebab tak adalah bau masa kan
oh kit, okey
oh kira dapat belajar pun, oh kira dapat belajar apa
belajar berdikarilah gitu, lajar berdikari lagi tu
erm, hmm
kau nak kerja apa, kau nak kerja apa
oh kau [UNK], open up
oh kau nak buat kerja part-time cutilah bukan nak kerja teruslah, bukan awak kerja patitan citi lah bukan nak kerja terus lah
kira kau nak sambung belajar lagi ke, kira kau nak sama belajar lagi
em, hmm
em, hmm
eh [UNK], eh ni
tak nak mana ada, tanda mana dia
aku [UNK] nak cari duit nak ni lah lepas habis S P M aku nak cari kerja juga, aku kerja aku nak cari duit nak nilah lepas habis pihakpihak aku nak cari kerja juga
aku nak kerja kat Batu Pahat situlah kerja part-time situ, aku nak kerja di bada pak hik kerja partian itu
tak tahulah ikutlah kerja apa apa, tak saya ikhla kita bapun
em, hmm
tak tak ada tak ada tak ada kaitan, tak tak ada tak ada tak ada keiten
[UNK] cari kerja yang faedahlah, olencik kejian faedah lah
entahlah, ya
tak pasti, tidak pasti
tapikan Bai, tadi gambar
em, hmm
tak ada apa apalah, terima kasih
tak ada apa apa aku tak jadi, terima kasih
eh, ya
lawatan, no button
aish, baiklah
oh kedai makan kedai makan, oleh makan kena makan
cleaner, klini
erm, hmm
boleh [UNK] oh kira bila phone kau rosak tak payah beli baru, boleh baik oh kira beli fungkak rosak tak ya beli baru
erm [UNK] lah, hmm dah lalu eh
simpan duit banyak kn, cintacinta banyak kan
erm, hmm
aku nak kerja macam, aku nak tidur macam
tak kisahlah kerja apa tapi yang relax je dapat gaji besarkan ah macam gitulah, tak risau lagi japa tapi yang relax dia dapat kerja besar kan
ha ah lah betul juga cakap kau, saya tahu ia boleh pergi
eh ah [UNK] tapi tu untuk orang yang belajar tinggi aku ni, eh apaapa dia itu tapi itu orang yang menjadi aku ni
result S P M tak dapat lagi, dji spm tak ada pada lagi
boleh je tapi kan aku cari ni ah target aku macam sebulan tu aku nak atas seribu lah kalau boleh, boleh tapi aku cari niah target aku macam sebulan tu aku nak atas ribu lah kau boleh
erm, hmm
kau yang jadi [UNK], koyang di dikit
kau nak biar lagi besar ah biar ada cawangan kek batik ah, kau nak biar yang lagi besar biar dicawangkan kebatiah
erm em, hmm
[UNK] tangan, di jangkian
erm, hmm
erm, hmm
wah, no
mulia betul [UNK], mulia betul tinggal beri
Bai habis lepas habis S P M eh lepas [UNK] dapat result S P M kau nak terus, bye
sambung belajar lah, sama lagi adah
tapi kau tak nak ni, tabi kau dah nanti
sambung belajar sambil kerja, salam sejahtera sami kijin
ah, hmm
hm, hmm
dah aku pun niat [UNK] nak kerja situ sebab dapat cari duit kan, aku niat kerja itu kerana dapat jadi duit kan
dapat duit lebih, dapat juga lebih
hm hm, hmm
ya lah betul lah kira kita kahwin tak susah-susah cari duit lagi, ya betulah giliran kita kau itu asyik zaciilnya ya giliran
sebab dah ada duit simpanan kan lebih, soak dah duduk kumpulan dan nanti jumpa
tapi kalau lepas dapat result lepas kau keluar U habis semua kan, tapi kalau lepas dapat ini saja lepang kekulai habis semua
kau nak apa ni kena buat kerja apa, kenapa ni kenapa nak buat kerja apa
kau nak buat kerja apa, kami akan buat
tak lepas habis dapat result lepas keluar U, tak lepas habis dapat izat lepas keluar you
oh kau nak ambil bahagian multimedia lah multimedia, saya akan pergi ke akhir hari ini
oh, hmm
apa, amin
oh kira kau nak buat multimedia dengan ni lah part time jurulatih, okey kau nak buat multimedia dengan niap tak thank you fatih
oh kira kau nak buat, oh kenapa
kira kalau kau dah besar kau nak buat dua kerja lah, kira kalau kau dah bersendangkan nak buat dua kerja lah
hm, ya
ah, uhuh
hm, hmm
oh ok faham-faham, okey bangunbangun
aku nak sambung kalau boleh ni lah sampai master lah sebab gaji besar sikit kan ah, aku nak sambung kalau boleh ni lah sampai master lah sebab gaji besar sikit kan
tengok keadaan lah macam mana, tengok adiknya macam ni
bayar, baiklah
dia kan, dikap
patutnya kan boleh apa ni, bait dia ingin berbual apnih
patutnya kan kalau aku target macam nak dapat biasiswa lah tapi kan biasiswa kan kena ni, fartuanya kan kalau aku takut macam nak dapat biasa suara tapi yang dapat biasa suara kena ni
belajar betul-betul kan graduate kena [UNK], bagaimana untuk tangan bagaimana untuk tangan bagaimana untuk tangan bagaimana untuk tangan bagaimana untuk tangan bagaimana untuk tangan bagaimana untuk tangan bagaimana untuk tangan bagaimana untuk tangan bagaimana untuk tangan bagaimana untuk tangan bagaimana untuk tangan bagaimana untuk tangan bagaimana untuk tangan bagaimana untuk tangan bagaimana untuk tangan bagaimana untuk tangan bagaimana untuk tangan baga
biar, ya
kalau kerja mesti gaji besar aku nak jadi macam gaji besar senang lah kerja, kalau kerja macam mana
target lima ribu ke atas lah, tadi ini meribu ke dasar
dalam SPM ah, selamat tinggal
hmm, hmm
ah, ah
ah, ah
oh, oh
tak tahu lah tak ingat, daulah tegangan
eh aku rasa macam eh aku eh aku rasa macam rasa ah, eh aku akan suci eh aku akan suci lele seh
sedap lah Fizik kita okey juga kan sebab ramai perhatian dapat kan dia depan rumah, sedap lah kerja cito kita kan sebab ramai perhatihan dapatkan jodoh ke rumah
TGV dekat depan rumah sahaja kan, kejapan dekat daripada rumah saja
ah betul juga, adakah kamu baik
hmm, hmm
kurang oh kurang orang beli lah, kurang kurang orang diina
oh, ya
dia tak dia tak kerja lah dia sambung matrik terus, dia tak kerjalah dia sama memikirik terus
dia tak nak kerja, duh darat kerja
ah dia kerja macam ini lah duduk rumah tolong mak aku sipi-sipi lah, deket je macam nila rumah tolong aku pergi citilah
tapi dapat, terima kasih
hmm, ia
kakak kau kerja apa sekarang, takkan kau kejap berseram
kakak kau kerja apa sekarang, terima kasih sarah
ah seorang lah seorang kita start anak pertama lah, selepas itu kita akan beritahu
kerani, kranee
oh dekat sini sahaja lah, oh dekat sini je dah
hmm, hmm
oh nombor tiga, oh namun kegel
yang tiga dia kerja apa eh abang kau itu tak dengar, yang tiki di kejap yang abang kau teringa
jual burger macam Izu lah, yabuk saya akan pergi
ha, hmm
Singapore, jigap bo
jual burger je lah, jangan bergaya
oh, oh
tapi kan, baiklah
nak mengumpat ke apa, ayo ayo
dia kerja apa tak kerja, dikijablah tak kejeng
habis time dia tu dia buat kerja apa time sebelum belajar, abis tim dia itu dibuat jabut tim sebelum lejau
dia tak, di tamu
dia tak buat kerjalah, jatuh wakit dia lah
oh kira tolong oh dia kerja dia tolong mak kau lah kira, oh dia kerja dia tolong akhtar lagi dah
mak [UNK] mak aku just tu lah burger [UNK] eh tahu bergedil tu, mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak mak
sekejap, siaske job
hm, hmm
sedap lah, sedap kan
ha boleh lah, ah bolehlah
aku pun kerja tu juga kerja tolong promote kan, aku mau pinjata pinjata lompor laman lagi
dapatlah sikit, dapet eski
seringgit dua ringgit macam tu lah, singkat duitingkat situ lah
hm kau kan tolong mak kau juga kerja engkau tolong mak kau jual apa, kau kan tolong aku juga kejian kau tolong aku jual apa
O kau kira, oh go kirin
kau kerja kau jual kek batik lah tak tolong mak kau promote ke, kau kerjakerja okay baikbaiklah tak terlalu mak kau kelomongin
tu lah aku target lepas habis S P M memang nak carilah kerja yang senang-senang kan buat part-time kumpul duitlah nak beli motor, tua target lepas wcf orang nak cari kerja yang sesendangkan buat parttime komputer dan nak beli moto
nak beli motor kegemaran lah, nampaknya saya tak tahu apa yang saya buat
penjimatan lah orang guna ke kau nak simpan je, pejaman sana benda ke korang simpan ni
oh kau nak sambung form six, oh kau nak sambung fungsi
hm, hmm
tak aku nak sambung form six tapi buang masa lah kat situ dia kata dua tahun kalau matriks paling tak dapat setahun kan, tak aku nambu fungsi tapi buang masa lah di situ dia kata dua tahun kalau metrik paling tak dapat setahun lain
situ kita boleh jimat masa lepas tu dapatlah kerja, situ kita boleh jemput masa lalu lakukan kerja
kerja banyak sikit dapat duit banyak sikitkan, kerja banyak sekirah tak ada duit banyak sekirah
eh, eh
dia kaya sebab kerja dia, dia kaya sebab kerja dia
tak nak lah sebab kerja dia susah sikitlah dia kena tinggal family kan, tak naklah sebab kerja ini susah sikit dah dia kena tinggal fehm bian
ha tak nak tinggal family ah ha, ah tak nak tinggal keluarga
kau kerja situ kan dapat jimat masa semua lepas tu dapat jumpa family kerja pun tak adalah rasa mana kan lek lek je, kan kerja cerita kan dapat jimat masa semua pes tu dapat jumpa family kerja pun tak adalah rush mana kan
kan kerja situ lagi senang tapi sebenarnya kena belajar betul lah baru dapat kerja situ, kejujit itu lagi senang tapi kita perlu belajar betulah baru ada pekerja situ
oh, oh
oh kira kau nak kerja yang kat luar-luar lah nak jauh tak aplah jauh dari family pun tak apalah, okey lewat kau nak kerja yang kat luarluar nak jauh tak apalah jauh ada family pun tak apalah
asalkan sebulan macam [UNK] sebulan dua kali balik jumpa family orang banyak kerja macam, sebulan dua kali balik jemput keluarga orang kena kejap macam
