reference,whisper_small_prediction,whisper_large_v3_prediction,whisper_small_process_time,whisper_large_v3_process_time
lagu bangsa mana macam kalau lagu Melayu kan dia ada lenggok dia macam,lagu bangsa mana macam kalau lagu Melayu kan dia ada lenggok dia macam,lagu bangsa mana macam la kalau lagu Melayu kan ada lengkuk dia macam,2.6543006896972656,6.353700399398804
macam ada macam lengguk lah,macam ada macam lengguk lah,macam I think macam lengguk lah dia,1.2525901794433594,2.903881072998047
ada macam best sikit lah kalau,ada macam best sikit lah kalau,ada macam best sikit lah kalau,1.122358798980713,2.2459850311279297
India,India,India,0.5538623332977295,1.139704942703247
ah so kau suka,ah so kau suka,ah so kau suka,0.9749529361724854,2.1718592643737793
lagu orang mana,lagu orang mana,lagu orang mana,1.0821242332458496,1.5966887474060059
budaya mana,budaya mana,budaya man,0.6325430870056152,1.3554365634918213
bangsa mana,bangsa mana,abang tu mana,0.638314962387085,1.5607776641845703
hm,hm,em,0.4127817153930664,0.9268741607666016
kau tau tak sebenarnya seni,kau tau tak sebenarnya seni,kau tahu tak sebenarnya seni,1.1148982048034668,2.4988720417022705
dan seni persembahan tradisional Melayu muncul di rantau Kelantan Pattani,dan seni persembahan tradisional Melayu muncul di rantau Kelantan Pattani,dan seni persembahan tradisional Melayu muncul di rantau Kelantan Patani,3.697722911834717,5.39478611946106
dengan pengaruh dari India China dan Thailand,dengan pengaruh dari India China dan Thailand,dengan pengaruh dari India China dan Thailand,1.504382610321045,2.9910690784454346
Thailand dan Indonesia,Thailand dan Indonesia,Thailand dan Indonesia,1.0379421710968018,2.274864435195923
muzik berasaskan instrument berkerusi,muzik berasaskan instrumen berkerusi,muzik berasaskan instrument perkusi,1.6932568550109863,2.9003214836120605
ah yang paling penting ialah gendang,ah yang paling penting ialah gendang,yang yang paling penting ialah gendang,1.4593477249145508,2.846714735031128
ah so semua kaum dia,ah so semua kaum dia,ah so semua kaum dia,0.9055604934692383,2.382462501525879
dia ada gunakan gendang untuk,dia ada gunakan gendang untuk,dia ada gunakan gendang untuk,1.9348695278167725,2.6693906784057617
ah buat muzik atau pun untuk menyanyi ke menari ke,ah buat muzik atau pun untuk menyanyi ke menari ke,ah buat muzik ataupun untuk menyanyi ke menari ke,2.0429065227508545,3.9957826137542725
so terdapat sekurang-ku-* sekurang-kurangnya empat belas jenis gendang tradisional,so terdapat sekurang-ku- sekurang-kurangnya empat belas jenis gendang tradisional,so terdapat sekurang-kurangnya sekurang-kurangnya 14 jenis kendang tradisional,4.72355318069458,6.885221004486084
gendang dan alat perkusi tradisional yang lain sering dibuat dari bahan semulajadi seperti cangkang,gendang dan alat perk-perkuri tradisional yang lain sering dibuat dari bahan semulajadi seperti cangkang,gendang dan alat perkuri tradisional yang lain sering dibuat dari bahan semula jadi seperti cangkang,4.1210033893585205,8.089849948883057
instrumen lain yang lain termasuk rebab,instrumen lain yang lain termasuk rebab,instrumer lain yang lain termasuk rebab,1.6030192375183105,2.875359296798706
serunai seruling dan sengkakala,serunai seruling dan sengkakala,serunai seruling dan sengkakala,1.7982120513916016,4.256901741027832
muzik secara tradisinya digunakan untuk bercerita raikan acara kitaran ha-hayat,muzik secara tradisinya digunakan untuk bercerita rakyat acara kitaran ha-hayat,muzik secara tradisinya digunakan untuk bercerita meraihkan acara kitaran ha hayat,3.510636806488037,6.899754285812378
dan pada acara tahunan seperti musim menuai,dan pada acara tahunan seperti musim menuai,dan pada acara tahunan seperti musim menuai,2.236938953399658,3.3104026317596436
muzik pernah digunakan sebagai satu bentuk komunikasi jarak jauh,muzik pernah digunakan sebagai satu bentuk komunikasi jarak jauh,muzik pernah digunakan sebagai satu bentuk komunikasi jarak jauh,2.5090842247009277,4.963644027709961
orkestra tradisional boleh dibahagikan antara dua bentuk gamelan yang memainkan melodi menggunakan gong,orkestra tradisional boleh dibahagikan antara dua bentuk gamelan yang memainkan melodi menggunakan gong,orkestra tradisional boleh dibahagikan antara dua bentuk gamelan yang memainkan melodi menggunakan gong,4.80109429359436,7.385366916656494
dan instrumen tali,dan instrument tali,dan instrumen tali,0.8139684200286865,2.2651495933532715
dan nobat yang menggunakan instrumen angin untuk membuat muzik yang lebih serius,dan nobat yang menggunakan instrumen angin untuk membuat muzik yang lebih serius,dan obat yang menggunakan instrumen angin untuk membuat muzik yang lebih serius,3.5335543155670166,5.3473944664001465
kalau dekat Malaysia ni kat ah,kalau dekat Malaysia ni kat ah,kalau dekat Malaysia ni kat ah,1.2445318698883057,2.462822198867798
belah timur,belah timur,belah timur,1.012603521347046,2.2028398513793945
kumpulan,kumpulan,kumpulan,0.952347993850708,1.3728740215301514
berkumpulan berasaskan gong seperti agong dan kulintang,berkumpulan berasaskan gong seperti agong dan kulintang,perkumpulan berasaskan gong seperti agung dan kulintang,2.2287309169769287,4.479015588760376
biasanya digunakan dalam upacara seperti pengebumian dan majlis perkahwinan,biasanya digunakan dalam upacara seperti pengebumian dan majlis perkahwinan,biasanya digunakan dalam upacara seperti pengebumian dan majlis perkahwinan,3.4053425788879395,6.624767065048218
so,so,su,0.45934414863586426,0.9423441886901855
biasanya dekat,biasanya dekat,biasanya dekat,0.8695542812347412,1.777848720550537
selatan Filipina Kalimantan,selatan Filipina Kalimantan,selatan Filipina Kalimantan,1.213810682296753,2.936683416366577
di Indonesia dan di Malaysia Brunei biasanya guna guna gong ni,di Indonesia dan di Malaysia Brunei biasanya guna guna gong ni,di Indonesia dan di Malaysia Brunei biasanya guna guna gong ni,2.9744715690612793,4.501964807510376
kalau tengok persembahan aku tak pernah lah tapi kalau tengok muzium muzium tu pernah,kalau tengok persembahan aku tak pernah lah tapi kalau tengok muzium muzium tu pernah,kalau tengok persembahan pun tak pernah lah tapi kalau tengok muzium-muzium tu pernah,3.023827314376831,7.292693376541138
kau pernah ke,kau pernah ke,kau pernah ke,0.8062088489532471,1.6100482940673828
oh lawatan sekolah pun ada eh,oh lawatan sekolah pun ada eh,oh lawatan sekolah pun ada eh,1.3389854431152344,2.6887547969818115
dekat muzium tu dia tunjuk apa dia pamerkan apa,dekat muzium tu dia tunjuk apa dia pahmi kan apa,dekat muzium tu dia tunjuk apa dia dia pamerkan apa,2.2884533405303955,5.538262605667114
oh,oh,oh,0.4614224433898926,0.9401102066040039
oh karya dia lah macam,oh karya dia lah macam,oh karya dia lah macam,0.9991872310638428,1.9976820945739746
dia bagitahu sejarah asal [UNK] asal asal benda tu daripada mana macam mana dia buat eh macam tu,dia bagitahu sejarah asal em- asal asal benda tu daripada mana macam mana dia buat eh macam tu,dia bagi tahu sejarah asal asal asal benda tu daripada mana macam mana dia buat eh macam tu,3.7699203491210938,8.029749870300293
oh,oh,oh,0.4565012454986572,0.9452440738677979
hm hm,hm hm,em,0.5402352809906006,0.9311785697937012
oh,oh,oh,0.42149877548217773,0.9223794937133789
lama,lama,lama,0.5457763671875,0.9284977912902832
hm ah kau tau tak best nya ah ada macam-macam budaya ni,hm ah kau tahu tak best ni ah ada macam-macam budaya ni,ha kau tahu tak biasanya ah ada macam-macam budaya ni,2.959498405456543,4.461730718612671
dekat Malaysia ni best sebab,dekat Malaysia ni best sebab,dekat Malaysia ni best sebab,1.2560908794403076,2.469407558441162
kalau macam cuti kita [UNK],kalau macam cuti kita ma-,kalau macam cuti kita macam,1.2320976257324219,2.3536183834075928
kalau ada cuti perayaan Tahun Baru Cina ke ah,kalau ada cuti perayaan Tahun Baru Cina ke ah,kalau ada cuti perayaan tamu original ke apa,2.9368813037872314,3.7081754207611084
cuti,cuti,cuti,0.6011121273040771,1.1628530025482178
Deepavali ke cuti,Deepavali ke cuti,tipa Bali ke cuti,1.0787646770477295,2.232043981552124
Hari Raya Aidilfitri ke Adha ke apa-apa,Hari Raya Aidilfitri ke Adha ke apa-apa,hari raya Aidilfitri ke Adha ke apa-apa,2.1168808937072754,5.145605564117432
semua semua orang boleh cuti so macam best lah kita macam ada [UNK] banyak cuti,semua semua orang boleh cuti so macam best lah kita macam ada ma- banyak cuti,semua semua orang boleh cuti so macam best lah kita macam ada mat banyak cuti,2.5368425846099854,4.703726053237915
contoh macam Hari Merdeka ke,contoh macam Hari Merdeka ke,contoh macam hari merdeka ke,1.2479801177978516,3.327131509780884
kita,kita,kita,0.8209719657897949,1.1879961490631104
ataupun,ataupun,atau,0.5455636978149414,1.1430232524871826
em em,hm hm,em-em,0.5348601341247559,1.3598074913024902
tu eh cuti-cuti kita boleh pergi balik kampung,okey dua cuti-cuti kita boleh pergi balik kampung,kita boleh cuti-cuti kita boleh pergi balik kampung,2.040649890899658,4.318850517272949
kalau macam orang Sarawak pula dia ada cuti Gawai,kalau macam orang Sarawak pula dia ada cuti Gawai,kalau macam orang Sarawak pula dia ada cuti gawai,3.0669655799865723,4.254160642623901
Kaamatan,Kaamatan,kau matan,0.798001766204834,1.6021828651428223
Kaamatan dekat Sabah kalau Gawai dekat Sarawak,Kaamatan dekat Sabah kalau Gawai dekat Sarawak,kawatan dekat Sabah kalau gawai dekat Sarawak,2.2268407344818115,5.326147556304932
kalau macam,kalau macam,kalau macam,0.689016580581665,1.3522613048553467
Deepavali dia orang biasa kalau macam orang Melayu dia,Deepavali dia orang biasa kalau macam orang Melayu dia,dipa Bali dia orang biasa kalau macam orang Melayu dia,1.9960200786590576,4.023308515548706
kalau dia nak berkumpul dia berkumpul dekat masjid ke kan dia sembahyang kat masjid,kalau dia nak berkumpul dia berkumpul dekat masjid ke kan dia sembahyang kat masjid,kalau dia nak berkumpul dia berkumpul dekat masjid ke kan dia semayang kat masjid,4.382436275482178,7.322789430618286
kalau orang Cina pula,kalau orang Cina pula,kalau orang Cina pula,1.156296968460083,2.250472068786621
dia,dia,dia,0.5395748615264893,1.4583032131195068
[UNK] Cina ah ah betul,makan Cina ah apa ni,bukan China ah apa ni,1.529527187347412,2.33040714263916
orang India pula,orang India pula,orang India pula,0.7778198719024658,1.590285062789917
dia,dia,dia,0.5308465957641602,1.1387829780578613
pergi sembahyang ataupun dia pergi jumpa ahli keluarga semua dekat Batu Caves,pergi sembahyang ataupun dia pergi jumpa ahli keluarga semua dekat Batu Caves,pergi semayang ataupun dia pergi jumpa ahli keluarga semua dekat Batu Cave,2.8409128189086914,6.646326303482056
dekat dekat K L tu ataupun ada yang kalau yang duduk dekat,dekat dekat K L tu ataupun ada yang kalau yang duduk dekat,dekat dekat KL tu ataupun ada yang kalau yang duduk dekat,2.4367504119873047,4.465012550354004
negeri lain ke apa dia orang duk jumpa dekat,negeri lain ke apa dia orang duk jumpa dekat,negeri lain ke apa dia orang dia jumpa dekat,1.9450616836547852,4.695153474807739
gereja-gereja ke dekat,greja-greja ke dekat,kerja kerja ke dekat,1.2651033401489258,2.2665185928344727
kuil ke,kuil ke,kuil ke,0.6731297969818115,1.3517017364501953
kan,kan,kan,0.43924760818481445,0.9176290035247803
so itu je lah yang aku boleh kongsikan dengan engkau,so itu je lah yang aku boleh kongsikan dengan engkau,so itu je lah yang aku boleh kongsikan dengan kau,1.906517505645752,4.395290374755859
hm okey,hm okey,ah okey,0.8822357654571533,1.3708982467651367
so,so,so,0.4218020439147949,0.9219794273376465
ah,um,ah,0.4238929748535156,0.9293360710144043
bye bye Ina,bye bye Ina,apa Yuna,0.7611703872680664,1.3565421104431152
okey bye,okey bye,ok bye,0.6428170204162598,1.1459035873413086
ah ah Wa- Waalaikumsalam ah aku Helmi Zef ada apa call aku,ah ah o- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma- ma,ha ha wa salam ah aku yang ni pasal ada apa call aku,33.73138737678528,4.059427261352539
pasal sukan ek,pasal sukan ek,pasal sukan eh,0.9032554626464844,1.828625202178955
ah tak adalah tahu sangat tapi adalah belajar kat sekolah sikit-sikit pasal sukan ni,ah tak adalah tahu sangat tapi adalah belajar kat sekolah sikit-sikit pasal sukan ni,ah tak adalah tahu sangat tapi adalah belajar kat sekolah sikit-sikit pasal sukan eh,3.077866315841675,7.17570424079895
kenapa ya dengan sukan,kenapa ya dengan sukan,kenapa dia dengan sukan,1.033963918685913,2.0470428466796875
apa apa ya nak tanya ya pasal sukan,apa apa yang nak tanya ya pasal sukan,apa apa yang nak tanya pasal sukan,1.559910774230957,3.139927387237549
sukan sukan ah adalah sukan yang dia dia ada dua ni tau ada dua kategori macam satu aktiviti fizikal um menunjukkan,sukan sukan ah adalah sukan yang dia dia ada dua ni tau ada dua kategori macam satu aktiviti fizikal ah menunjukkan,sukan sukan aa adalah sukan yang dia dia ada dua niau ada dua kategori macam satu aktiviti fizikal aa menunjukkan,4.817752361297607,7.482115030288696
pelbagai ah ni ah pelbagai tujuan sebagai contoh pertandingan keseronokkan,pembagi ah ni ah pembagi tujuan sebagai contoh pertandingan keseronokkan,perbagai ah ni lah perbagai tunjuan sebagai contoh pertandingan keseronokan,4.034919738769531,5.147721529006958
pembangunan,pembangunan,perbangunan,0.8937323093414307,1.631584882736206
kemahiran kecemerlangan dan sebagainya ah,kemahiran kecemerlangan dan sebagainya ah,kemahiran kecemerlangan dan sebagainya aa,1.8958213329315186,5.033375024795532
tak tak dengar dulu perbezaan ah tujuannya membezakan sifat [UNK] satu sukan itu,tak tak dengar dulu perbezaan ah tujuannya membezakan sifat su- sukan itu,tak tak dengar luk perbezaan ah tujuan ni dia membazakan sifat suatu sifat ni tu,3.2542972564697266,7.2964911460876465
okay apa tu soalannya,okey apa tu soalannya,okay apa tu soalan eh,1.4997572898864746,2.6395511627197266
oh sukan sukan yang saya minat eh sukan yang saya minat dari kecil lah,oh sukan sukan yang saya minat eh sukan yang saya minat dari kecil lah,oh sukan sukan yang saya minat eh sukan yang saya minat dari kecil lah,2.6551737785339355,5.167998790740967
ah adalah bola sepak,ah adalah bola sepak,ha adalah bola sepak,0.9108948707580566,2.2650985717773438
sebab,sebab,sebab,0.7416863441467285,1.610997200012207
dulu ah saya gemuklah,tulu ah saya gemuklah,tulu ah saya gemuk lah,1.1022474765777588,2.205824851989746
ah pastu susahlah nak sukan ni sebab tu sekarang ah saya,ah patut susahlah nak sukan ni sebab tu sekarang ah saya,ha lepas tu susah lah nak sukan ni lepas tu sekarang ah saya,2.1673269271850586,4.44257926940918
dah,dah,dah,0.588681697845459,1.197655200958252
dah ni sikit bolehlah bermula main bola tapi saya memang minat sukanlah tapi tak pro sangatlah main tak macam tak hebat sangat main bola ni tapi ah saya minatlah pasal sukan pasal sukan bola sepak ni sebagai contoh ah aku,dia ni sikit bolehlah bermula bola tapi saya memang suka lah tapi tak pro sangatlah main tak macam tak hebat sangat main bola ni tapi ah saya minatlah pasal sukan pasal sukan bola sepak ni sebagai contoh ah aku,dan ni sikit bolehlah main bola tapi saya memang nak sukan lah tapi tak pro sangatlah main tak macam tak hebat sangat main bola ni tapi ah saya minatlah pasal sukan pasal suka bola sepak ni sebagai contoh ah aku,7.3315589427948,13.480179071426392
aku minat ah Ronaldo ah,aku minat ah Ronaldo ah,aku minat ah Ronaldo ah,1.023186206817627,2.0305769443511963
Ronaldo ni macam,Ronaldo ni macam,ronado ni macam,0.8851447105407715,1.5730376243591309
[UNK] kenal tak Ronaldo,ah kenal tak Ronaldo,tak kenal lah Ronaldo,1.0835134983062744,2.476386547088623
Ronaldo ni macam bagi akulah dia macam satu player satu pemain ni yang dia grow up daripada bawah tau dari dari bawah lepas tu macam,Ronaldo ni macam bagi akulah dia macam satu player satu pemain ni yang dia grow up daripada bawah tau dari dari bawah lepas tu macam,Ronaldo ni macam bagi akulah dia macam satu player satu pemain ni yang dia grow up daripada bawah tau dari dari bawah macam,4.752525806427002,8.814729928970337
contohlah dia,contohlah dia,contoh lah dia,1.088221788406372,1.6103754043579102
ah dari kecik dia tak ada apa-apalah macam miskin gila lepas tu ah dari sekolah tulah dia jadi wakil ah apa bola sepak lepas tu sampai ke dewasa tu ada orang tarik dia then ah daripada Manchester City lah dia macam,ah dari kecik dia tak ada apa-apalah macam miskin gila lepas tu ah dari sekolah tu lah dia jadi wakil ah apa bola sepak lepas tu sampai ke dewasa tu ada orang tarik dia then ah daripada Manchester City lah dia macam,ah dari kecik dia tak ada apa-apa lah macam miskin gila lepas tu ah dari sekolah tu lah dia jadi wakil ah apa bola sepak lepas tu sampai ke dewasa tu ada orang tarik dia then ah daripada masyarakat lah dia macam,7.458277463912964,16.380512952804565
