reference,whisper_large_v3_prediction,whisper_large_v3_process_time
yang aku tahu,yang aku tahu,1.301438808441162
ada Tarian Kuda Kepang,ada Tarian Kuda Kepang,2.3280420303344727
Kuda Kepang ni pendatang-pendatang Jawa,Kuda Kepang ni pendatang-pendatang Jawa,4.8293797969818115
dia daripada Jawa dia bawa ke Johor,dia daripada Jawa dia bawa ke Johor,3.4967055320739746
dan merupakan satu bentuk tarian di mana,dan merupakan satu bentuk tarian di mana,3.0882813930511475
penari-penari duduk di atas kuda,penari-penari duduk di atas kuda,3.645524263381958
mengejek dan menceritakan kisah perang Islam,mengejek dan menceritakan kisah Perang Islam,4.308770418167114
so dia ceritakan pasal pasal perang Islam la masyarakat Cina membawa Tarian Cina,so dia ceritakan pasal pasal Perang Islam lah masyarakat Cina membawa Tarian Singa,6.030090093612671
kalau masyarakat Cina pula dia mem-membawa tarian singa tradisional dan tarian naga bersama-sama mereka sementara kaum India membawa bentuk-bentuk seni seperti,kalau masyarakat Cina pula dia mem-membawa tarian singa tradisional dan tarian naga bersama-sama mereka sementara kaum India membawa bentuk-bentuk seni seperti,12.220221519470215
Baratha,Bharata,1.3767421245574951
Nat-Nat-Nat-Natyam dan Bangra,Nhat-Nhat-Nhat Yam dan Bangra,3.7710158824920654
kolonia-kolonialisme juga membawa bentuk seni yang lain seperti fara fira dan ranca Portugis,kolonial kolonialisme juga membawa bentuk seni yang lain seperti farapira dan brancha Portugis,6.655829668045044
terdapat pelbagai tarian tradisional yang sering mempunyai kepentingan yang rohani sangat kuat,terdapat pelbagai talian tradisional yang sering mempunyai kepentingan rohani yang sangat kuat,7.615113258361816
sebilangan kaum sebilangan suku dari Malaysia barat dan timur mempunyai tarian yang berbeza,sebilangan kaum sebilangan suku dari Malaysia Barat dan Timur mempunyai tarian yang berbeza,6.7869579792022705
macam macam macam,macam macam macam,1.5701968669891357
so kat Malaysia ni macam-macam la tarian,so kat Malaysia ni macam-macam lah tarian,3.0681214332580566
kalau dari segi muzik,kalau dari segi muzik,3.285492181777954
muzik,muzik,1.3674023151397705
muzik [UNK] ah budaya mana yang kau suka,muzik bang- ah budaya mana yang kau suka,3.2809455394744873
Melayu ke India ke Cina ke,Melayu ke India ke Cina ke,2.606729030609131
oh ya la perempuan kan,oh ialah perempuan kan,2.3773956298828125
kalau daripada lagu kau suka lagu lagu daripada macam,kalau daripada lagu kau suka lagu lagu daripada macam,5.41578483581543
lagu bangsa mana macam kalau lagu Melayu kan dia ada lenggok dia macam,lagu bangsa mana macam la kalau lagu Melayu kan dia ada lengguk dia macam,5.204020261764526
macam ada macam lengguk lah,macam ada macam lengguk lah,2.4363224506378174
ada macam best sikit lah kalau,ada macam best sikit lah kalau,2.6976845264434814
India,India,1.5859456062316895
ah so kau suka,ah so kau suka,1.5125980377197266
lagu orang mana,lagu orang mana,1.4857532978057861
budaya mana,budaya mana,1.290830135345459
bangsa mana,bangsa mana,1.3359434604644775
hm,hm,0.8934047222137451
kau tau tak sebenarnya seni,kau tahu tak sebenarnya seni,2.1441383361816406
dan seni persembahan tradisional Melayu muncul di rantau Kelantan Pattani,dan seni persembahan tradisional Melayu muncul di rantau Kelantan Patani,6.284358263015747
dengan pengaruh dari India China dan Thailand,dengan pengaruh dari India China dan Thailand,2.854367733001709
Thailand dan Indonesia,Thailand dan Indonesia,1.5239007472991943
muzik berasaskan instrument berkerusi,muzik berasaskan instrumen perkusi,2.994141101837158
ah yang paling penting ialah gendang,yang yang paling penting ialah gendang,3.2939352989196777
ah so semua kaum dia,ha so semua kaum dia,2.280550956726074
dia ada gunakan gendang untuk,dia ada gunakan gendang untuk,2.5806593894958496
ah buat muzik atau pun untuk menyanyi ke menari ke,ha buat muzik ataupun untuk menyanyi ke menari ke,3.833383798599243
so terdapat sekurang-ku-* sekurang-kurangnya empat belas jenis gendang tradisional,so terdapat sekurang-kuningannya sekurang-kurangnya empat belas jenis gendang tradisional,8.505882740020752
gendang dan alat perkusi tradisional yang lain sering dibuat dari bahan semulajadi seperti cangkang,gendang dan alat per-perkuri tradisional yang lain sering dibuat dari bahan semula jadi seperti cangkang,7.300993204116821
instrumen lain yang lain termasuk rebab,instrumen lain yang lain termasuk rebak,3.7776315212249756
serunai seruling dan sengkakala,Serunai Seruling dan Sengkakala,3.522392749786377
muzik secara tradisinya digunakan untuk bercerita raikan acara kitaran ha-hayat,muzik secara tradisinya digunakan untuk bercerita meraihkan acara kitaran ha-hayat,6.67856240272522
dan pada acara tahunan seperti musim menuai,dan pada acara tahunan seperti musim menuai,4.05163311958313
muzik pernah digunakan sebagai satu bentuk komunikasi jarak jauh,muzik pernah digunakan sebagai satu bentuk komunikasi jarak jauh,4.8957788944244385
orkestra tradisional boleh dibahagikan antara dua bentuk gamelan yang memainkan melodi menggunakan gong,orkestra tradisional boleh dibahagikan antara dua bentuk gamelan yang memainkan melodi menggunakan gong,7.558796167373657
dan instrumen tali,dan instrumen tali,2.3816640377044678
dan nobat yang menggunakan instrumen angin untuk membuat muzik yang lebih serius,dan obat yang menggunakan instrumen angin untuk membuat muzik yang lebih serius,5.214121580123901
kalau dekat Malaysia ni kat ah,kalau dekat Malaysia ni kat ah,2.4231700897216797
belah timur,belah timur,1.544262409210205
kumpulan,kumpulan,1.567476511001587
berkumpulan berasaskan gong seperti agong dan kulintang,perkumpulan berasaskan gong seperti agung dan kulintang,5.2413787841796875
biasanya digunakan dalam upacara seperti pengebumian dan majlis perkahwinan,biasanya digunakan dalam upacara seperti pengebumian dan majlis perkahwinan,5.6524035930633545
so,so,0.9526402950286865
biasanya dekat,biasanya dekat,1.9759783744812012
selatan Filipina Kalimantan,selatan Filipina Kalimantan,3.185194969177246
di Indonesia dan di Malaysia Brunei biasanya guna guna gong ni,di Indonesia dan di Malaysia Brunei biasanya guna guna gong ni,4.314611196517944
kalau tengok persembahan aku tak pernah lah tapi kalau tengok muzium muzium tu pernah,kalau tengok persembahan aku tak pernah lah tapi kalau tengok muzium muzium tu pernah,5.777281284332275
kau pernah ke,kau pernah ke,2.0667784214019775
oh lawatan sekolah pun ada eh,oh lawatan sekolah pun ada eh,2.8438210487365723
dekat muzium tu dia tunjuk apa dia pamerkan apa,dekat muzium tu dia tunjuk apa dia pamerkan apa,4.048114538192749
oh,oh,0.925278902053833
oh karya dia lah macam,oh karya dia lah macam,1.9321274757385254
dia bagitahu sejarah asal [UNK] asal asal benda tu daripada mana macam mana dia buat eh macam tu,dia bagi tau sejarah asal asal asal benda tu daripada mana macam mana dia buat eh macam tu,7.69732403755188
oh,oh,0.9368999004364014
hm hm,em em,1.085895299911499
oh,oh,0.8807296752929688
lama,lama,0.8794119358062744
hm ah kau tau tak best nya ah ada macam-macam budaya ni,hm ah kau tahu tak bestnya ah ada macam-macam budaya ni,4.329787015914917
dekat Malaysia ni best sebab,dekat Malaysia ni best sebab,3.2213501930236816
kalau macam cuti kita [UNK],kalau macam cuti kita,2.0437655448913574
kalau ada cuti perayaan Tahun Baru Cina ke ah,kalau ada cuti perayaan Tahun Baru Cina ke,3.89375901222229
cuti,cuti,1.1315386295318604
Deepavali ke cuti,Tipa Bali ke cuti,2.1483817100524902
Hari Raya Aidilfitri ke Adha ke apa-apa,Hari Raya Aidilfitri ke Adha ke apa-apa,4.993206024169922
semua semua orang boleh cuti so macam best lah kita macam ada [UNK] banyak cuti,semua semua orang boleh cuti so macam best lah kita macam ada mat banyak cuti,4.544752597808838
contoh macam Hari Merdeka ke,contoh macam hari merdeka ke,2.410679578781128
kita,kita,1.131309986114502
ataupun,ataupun,1.0776758193969727
em em,em em,1.4447135925292969
tu eh cuti-cuti kita boleh pergi balik kampung,kita boleh cuti-cuti kita boleh pergi balik kampung,4.637040853500366
kalau macam orang Sarawak pula dia ada cuti Gawai,kalau macam orang Sarawak pula dia ada cuti Gawai,4.0832839012146
Kaamatan,Kaumatan,1.5762641429901123
Kaamatan dekat Sabah kalau Gawai dekat Sarawak,Kamatan dekat Sabah kalau Gawai dekat Sarawak,4.638943672180176
kalau macam,kalau macam,1.6403298377990723
Deepavali dia orang biasa kalau macam orang Melayu dia,Deepavali dia orang biasa kalau macam orang Melayu dia,3.7905075550079346
kalau dia nak berkumpul dia berkumpul dekat masjid ke kan dia sembahyang kat masjid,kalau dia nak berkumpul dia berkumpul dekat masjid ke kan dia sembahyang kat masjid,6.965026617050171
kalau orang Cina pula,kalau orang Cina pula,2.981666326522827
dia,dia,1.1316547393798828
[UNK] Cina ah ah betul,bukan Cina ah apa ni,2.090696096420288
orang India pula,orang India pula,1.514261245727539
dia,dia,1.0691683292388916
pergi sembahyang ataupun dia pergi jumpa ahli keluarga semua dekat Batu Caves,pergi sembahyang ataupun dia pergi jumpa ahli keluarga semua dekat Batu Cave,5.622039079666138
dekat dekat K L tu ataupun ada yang kalau yang duduk dekat,dekat dekat K L tu ataupun ada yang kalau yang duduk dekat,5.221572160720825
negeri lain ke apa dia orang duk jumpa dekat,negeri lain ke apa dia orang ada jumpa dekat,3.4642112255096436
gereja-gereja ke dekat,gereja-gereja ke dekat,2.389275074005127
kuil ke,kuil ke,1.4003310203552246
kan,kan,1.0950937271118164
so itu je lah yang aku boleh kongsikan dengan engkau,so itu je lah yang aku boleh kongsikan dengan kau,3.899195432662964
hm okey,um okey,1.3780663013458252
so,so,0.8652126789093018
ah,um,0.8874459266662598
bye bye Ina,Bapak Yuna,1.7120275497436523
okey bye,okey bye,1.3446178436279297
ah ah Wa- Waalaikumsalam ah aku Helmi Zef ada apa call aku,ha ah Wa-Waikus salam ah aku when we so eh ada apa call aku,5.9117443561553955
pasal sukan ek,pasal sukan eh,1.739041805267334
ah tak adalah tahu sangat tapi adalah belajar kat sekolah sikit-sikit pasal sukan ni,ah tak adalah tahu sangat tapi adalah belajar kat sekolah sikit-sikit pasal sukan ni,5.725522041320801
kenapa ya dengan sukan,kenapa eh dengan sukan,1.99216628074646
apa apa ya nak tanya ya pasal sukan,apa apa yang nak tanya pasal sukan,3.8618266582489014
sukan sukan ah adalah sukan yang dia dia ada dua ni tau ada dua kategori macam satu aktiviti fizikal um menunjukkan,sukan sukan ah adalah sukan yang dia dia ada dua ni tau ada dua kategori macam satu aktiviti fizikal ah menunjukkan,7.479479789733887
pelbagai ah ni ah pelbagai tujuan sebagai contoh pertandingan keseronokkan,pelbagai ah ni ah pelbagai tujuan sebagai contoh pertandingan keseronokkan,5.777259826660156
pembangunan,perbangunan,1.8366851806640625
kemahiran kecemerlangan dan sebagainya ah,kemahiran kecemerlangan dan sebagainya ah,3.6266143321990967
tak tak dengar dulu perbezaan ah tujuannya membezakan sifat [UNK] satu sukan itu,tak tak dengar dulu perbezaan ah tujuannya membezakan sifat suatu sifat itu,6.428665399551392
okay apa tu soalannya,okey apa soalannya,2.6938414573669434
oh sukan sukan yang saya minat eh sukan yang saya minat dari kecil lah,oh sukan sukan yang saya minat eh sukan yang saya minat dari kecil lah,4.900527238845825
ah adalah bola sepak,ah adalah bola sepak,1.7536940574645996
sebab,sebab,1.1239137649536133
dulu ah saya gemuklah,dulu ah saya gemuklah,2.1477513313293457
ah pastu susahlah nak sukan ni sebab tu sekarang ah saya,ha lepas tu susahlah nak sukan ni lepas tu sekarang ah saya,5.2064454555511475
dah,dah,0.9715781211853027
dah ni sikit bolehlah bermula main bola tapi saya memang minat sukanlah tapi tak pro sangatlah main tak macam tak hebat sangat main bola ni tapi ah saya minatlah pasal sukan pasal sukan bola sepak ni sebagai contoh ah aku,dah ni sikit bolehlah main bola tapi saya memang minat sukan ah tapi tak pro sangatlah main tak macam tak hebat sangat main bola ni tapi ah saya minatlah pasal sukan pasal sukan bola sepak ni sebagai contoh ah aku,13.448724031448364
aku minat ah Ronaldo ah,aku minat ah Ronaldo ah,1.9806468486785889
Ronaldo ni macam,Ronaldo ni macam,1.7296106815338135
[UNK] kenal tak Ronaldo,tak kenalah Ronaldo,1.5360496044158936
Ronaldo ni macam bagi akulah dia macam satu player satu pemain ni yang dia grow up daripada bawah tau dari dari bawah lepas tu macam,Ronaldo ni macam bagi akulah dia macam satu player satu pemain ni yang dia grow up daripada bawah tau dari dari bawah macam,8.685965299606323
contohlah dia,contohlah dia,1.5756170749664307
ah dari kecik dia tak ada apa-apalah macam miskin gila lepas tu ah dari sekolah tulah dia jadi wakil ah apa bola sepak lepas tu sampai ke dewasa tu ada orang tarik dia then ah daripada Manchester City lah dia macam,ha dari kecik dia tak ada apa-apalah macam miskin gila lepas tu ah dari sekolah tu lah dia jadi wakil ah apa bola sepak lepas tu sampai ke dewasa tu ada orang tarik dia then ah daripada Manchester City lah dia macam,15.074148416519165
ah dia macam nama dia naiklah sebab,ha dia macam nama dia naik lah sebab,3.0743396282196045
sebab dia menang,sebab dia menang,2.0095174312591553
apa ni macam satu pertandingan yang besarlah kat ah [UNK] ah kat negara luar tu sebab tu aku minat dia,apa ni macam satu pertandingan yang besar kat ah ah kat negara luar tu sebab tu aku minat dia,6.768860578536987
ah sebagai contoh Piala Dunia lah bukan Piala Dunia tapi banyak lagilah,ha sebagai contoh Piala Dunia lah bukan Piala Dunia tapi banyak lagi lah,4.996560573577881
ah apa pula kau punya minat,ah apa pula kau punya minat,2.9319138526916504
apa,apa,1.2456982135772705
mencerita kat,mencerita kat,1.6198318004608154
ah ceritalah ah ak- aku nak dengar ni,ah ceritalah ah aku nak dengar ni,2.740241765975952
ah,ah,0.9119055271148682
berenang,berdenang,1.290285348892212
ah kenapa dengan berenang,ah kenapa dengan berenang,2.1109166145324707
apa benda suara serak-serak tu,kau benda suara serat-serat tu,3.713129758834839
oh tak ada empat minit [UNK],oh tak ada empat minit sehingga,3.2601256370544434
aku tak dengar sumpah doh,aku tak dengar sumpah duk,2.5895118713378906
ah okay okay ah dekatkan sikit dengan internet,ah okey okey ah dekatkan sikit dengan internet,3.3954434394836426
K sambung,K sambung,1.331780195236206
bolehlah boleh boleh,boleh lah boleh boleh,1.9901292324066162
sambung ah,sambunglah,2.124732494354248
ah ya,ha ya,1.2574701309204102
then,then,0.8635208606719971
jadi jadi,jadi jadi,1.0794074535369873
siapa siapa nama dia,siapa siapa nama dia,2.123016834259033
Joe Flake Cowley,Joe Fett kali,1.552732229232788
ah,ah,0.8784430027008057
tak,tak,0.8862173557281494
tak berapa nak kenallah sebab ah saya memang tak berminat dalam bidang berenang ni sebab ah,tak berapa nak kenal lah sebab ah saya memang tak berminat dalam bidang berenang ni sebab ah,7.314322233200073
sebab saya memang tak sukalah berenang ni sebab,sebab saya memang tak suka lah berenang ni sebab,3.469557523727417
dia mele-melecehkan,dia mele-melecehkan,2.795982599258423
kenapa ah suka berenang,kenapa ah suka berenang,2.2553935050964355
ah kalau kalau,ah kalau kalau,1.645897626876831
kalau awak cakap [UNK],kalau awak cakap,2.417210578918457
oh ya sambung,okey sambung,1.5354366302490234
oh begitu,oh begitu,1.1205499172210693
jadinya ikut jejaklah tapi awak ada cakap tadi ah pasal keseronokan apa yang keseronok - seron- keseronokannya yang ah kita dapat bila kita terjebak dalam bidang sukan,jadinya ikut jejak lah tapi awak ada cakap tadi ah pasal keseronokan apa yang keseronok keseronokannya yang ah kita dapat bila kita terjebak dalam bidang sukan,11.425274133682251
bidang sukan berenang ni dah apa dia punya keseronokan ni,bidang sukan berenang ni dah apa yang punya keseronokannya,4.294153928756714
oh begitu ah [UNK] selain ah apa ni,oh begitu ah selain ah apa ni,2.407313585281372
selain sukan berenang apa lagi ah yang awak minat,selain sukan berenang apa lagi ah yang awak minat,3.9557743072509766
tentang sukan ni,tentang sukan ni,2.753491163253784
sukan-sukan lainlah yang awak minat,sukan-sukan lain lah yang awak minat,3.064687967300415
badminton,Bed Binten,1.7507104873657227
ah apa keseronokannya dan kebaikannya kalau main badminton ni sebab,ah apa kesenokannya dan kebaikannya kalau main badminton ni sebab,4.679849624633789
kawan-kawan saya pun suka main badminton tapi ah saya,kawan-kawan saya pun suka main badminton tapi ah saya,5.067109107971191
ah tak tahulah apa dia punya ah kebaikannya lah kalau main benda alah ni,ah tak tahulah apa dia punya ah kebaikannya lah kalau main berdala ni,4.93233323097229
main dalam,main dalam,1.156515121459961
bidang nilah sukan badminton ni,bidang ni lah sukan badminton ni,2.9920053482055664
apa,apa,1.1252515316009521
oh okey,ha okey,1.6924688816070557
siapa yang,siapa yang,1.7622275352478027
oh Lee Chong Wei Lee Chong Wei bukan dah bersara ke,oh Lin Chong Wei Lin Chong Wei bukan dah bersara ke,3.2442545890808105
